metodo,dataset,tn,fp,fn,tp,accuracy,precision,recall,f1,roc_auc,mcc,time_fs,model
rfg,defensedroid_apicalls_degree,3535,143,355,3323,0.932300163132137,0.9587420657818811,0.9034801522566612,0.9302911534154537,0.9323001631321368,0.8660401770533706,390.7093393802643,rf
rfg,defensedroid_apicalls_degree,3380,298,464,3214,0.8964110929853181,0.9151480637813212,0.8738444806960305,0.8940194714881781,0.8964110929853182,0.7936309142722595,390.7093393802643,knn
rfg,defensedroid_apicalls_katz,3443,235,471,3207,0.9040239260467644,0.931725740848344,0.8719412724306689,0.9008426966292136,0.9040239260467644,0.8097164482217446,401.6093084812164,svm
rfg,defensedroid_apicalls_katz,3516,162,364,3314,0.9284937466014138,0.9533947065592636,0.9010331702011964,0.9264746994688288,0.9284937466014136,0.8582829043229214,401.6093084812164,rf
rfg,defensedroid_apicalls_katz,3423,255,426,3252,0.9074225122349104,0.9272882805816938,0.8841761827079935,0.9052192066805844,0.9074225122349104,0.8157271259674682,401.6093084812164,knn
rfg,defensedroid_prs,3798,402,539,3661,0.8879761904761905,0.9010583312823036,0.8716666666666667,0.8861188430352173,0.8879761904761905,0.7763655182122958,120.85295462608336,svm
rfg,defensedroid_prs,3907,293,638,3562,0.8891666666666667,0.9239948119325552,0.8480952380952381,0.8844196151458721,0.8891666666666665,0.7809725792294252,120.85295462608336,rf
rfg,defensedroid_prs,3824,376,609,3591,0.8827380952380952,0.9052180489034536,0.855,0.8793926778498837,0.8827380952380952,0.7666568340572453,120.85295462608336,knn
rfg,drebin_215,6420,213,366,6267,0.9563545906829488,0.9671296296296296,0.9448213478064224,0.955845344314802,0.9563545906829488,0.9129520875865506,138.23140358924866,svm
rfg,drebin_215,6470,163,286,6347,0.9661540780943766,0.9749615975422428,0.956882255389718,0.965837327855132,0.9661540780943766,0.932468492444853,138.23140358924866,rf
rfg,drebin_215,6296,337,257,6376,0.9552238805970148,0.9497988976612542,0.9612543343886628,0.9554922823317848,0.9552238805970148,0.9105139877850196,138.23140358924866,knn
rfg,kronodroid_real_device,23909,5058,5961,23006,0.8098008078157903,0.8197690992018244,0.7942141057064936,0.806789290035244,0.8098008078157903,0.6199028938109815,1545.9311318397522,svm
rfg,kronodroid_real_device,23908,5059,5964,23003,0.8097317637311423,0.8197206186301761,0.7941105395795215,0.806712374406004,0.8097317637311422,0.6197660752214816,1545.9311318397522,rf
rfg,kronodroid_real_device,17151,11816,3344,25623,0.7383229191838989,0.6843932797350356,0.8845582904684641,0.7717073758395325,0.7383229191838989,0.4984404086899872,1545.9311318397522,knn
rfg,mh_100k,56714,5734,0,62448,0.9540898027158596,0.9159015575958463,1.0,0.956105029472556,0.9540898027158596,0.91203240906872,9450.811303377151,svm
rfg,mh_100k,56860,5588,181,62267,0.9538095695618756,0.9176479257239702,0.99710158852165,0.9557262687735508,0.9538095695618752,0.9110405057462352,9450.811303377151,rf
rfg,mh_100k,56826,5622,358,62090,0.9521201639764284,0.9169718809073724,0.9942672303356392,0.9540565457897972,0.9521201639764284,0.9074700901810592,9450.811303377151,knn
semidroid,adroit,5323,317,1070,4570,0.8770390070921986,0.935134029056681,0.8102836879432624,0.868243564168329,0.8770390070921986,0.7608899729523877,56.09477877616882,svm
